Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP,ST
11791_7#69,2011.0,S,S,,S,S,S,S,,S,,,S,973
11791_6#37,2011.0,S,S,,R,S,S,S,,R,,,R,131
11679_7#80,2011.0,S,S,,S,S,S,S,,S,,,S,73
11658_7#91,2011.0,S,S,,S,S,S,S,,S,,,S,58
11657_6#86,2011.0,S,S,,R,S,S,S,,S,,,S,95
11679_4#81,2011.0,S,S,,R,S,S,S,,S,,,S,372
11658_4#92,2010.0,S,S,,R,R,S,S,,S,,,R,1394
11679_6#81,2011.0,S,S,,R,S,S,S,,S,,,S,73
11658_7#92,2011.0,S,S,,R,R,S,S,,S,,,S,73
11679_4#82,2011.0,S,S,,S,S,S,S,,S,,,S,1618
11658_7#93,2011.0,R,R,,R,R,S,R,,S,,,R,131
11657_5#93,2011.0,S,S,,S,S,S,S,,S,,,S,58
11658_7#94,2011.0,S,S,,S,S,S,S,,S,,,S,398
11658_5#96,2011.0,S,S,,R,R,S,S,,S,,,S,12
11679_5#78,2011.0,S,S,,R,S,S,S,,S,,,S,88
11679_7#81,2011.0,S,S,,S,S,S,S,,S,,,S,10
11679_4#83,2011.0,S,S,,R,S,S,S,,S,,,S,73
11658_7#95,2011.0,S,S,,S,S,S,S,,S,,,S,73
11657_6#87,2011.0,S,S,,R,S,S,S,,S,,,S,73
11658_3#85,2010.0,S,S,,R,R,S,S,,S,,,S,73
11679_5#79,2011.0,S,S,,R,S,S,S,,S,,,S,998
11679_4#84,2011.0,S,S,,S,S,S,S,,S,,,S,538
11658_4#93,2011.0,S,S,,R,S,S,S,,R,,,S,450
11658_7#96,2011.0,S,S,,S,S,S,S,,S,,,R,48
11658_6#96,2011.0,R,S,,R,R,S,R,,S,,,R,448
11679_6#82,2011.0,S,S,,S,S,S,S,,S,,,S,69
11658_4#94,2004.0,S,S,,S,S,S,S,,S,,,S,62
11657_6#88,2003.0,S,S,,R,R,S,S,,S,,,S,69
11791_3#67,2003.0,S,S,,S,S,S,S,,S,,,S,1125
11679_7#82,2003.0,S,S,,R,R,S,R,,S,,,R,68
11679_4#85,2003.0,S,S,,R,S,S,S,,S,,,S,73
11791_3#68,2012.0,S,S,R,,S,S,S,S,S,S,S,S,88
11658_3#86,2011.0,S,S,R,,S,S,S,S,S,S,S,R,131
11791_3#69,2011.0,R,R,R,,R,R,R,R,S,S,S,R,131
11679_5#80,2005.0,S,S,,R,R,S,S,,S,,,S,131
11791_3#70,2004.0,S,S,,R,S,S,R,,S,,,S,405
11791_3#71,2004.0,S,S,,S,S,S,S,,S,,,S,681
11657_6#89,2004.0,S,S,,R,S,S,S,,S,,,R,393
11679_5#81,2004.0,S,S,,S,S,S,S,,S,,,S,73
11791_3#72,2004.0,S,S,,R,S,S,S,,S,,,S,88
11679_6#83,2004.0,S,R,,R,R,R,R,,S,,,R,405
11791_3#73,2004.0,S,S,,S,S,S,S,,S,,,S,390
11658_3#87,2005.0,S,S,,S,S,S,S,,S,,,S,69
11791_3#74,2005.0,S,S,,R,S,S,S,,S,,,S,95
11679_5#82,2005.0,S,S,,S,S,S,S,,S,,,S,73
11657_7#89,2005.0,S,R,,R,R,S,R,,S,,,R,131
11791_3#75,2005.0,S,S,,R,R,S,S,,S,,,S,73
11679_6#84,2005.0,S,S,,R,R,S,S,,S,,,S,73
11679_8#81,2005.0,S,S,,S,S,S,S,,S,,,S,1333
11657_6#90,2005.0,S,S,,S,S,S,S,,S,,,S,10
11679_5#83,2007.0,S,S,,R,S,S,S,,S,,,S,5526
11791_3#76,2007.0,S,S,,S,S,S,S,,S,,,S,141
11679_6#85,2007.0,S,S,,R,R,S,S,,S,,,S,73
11679_4#86,2007.0,S,S,,S,S,S,S,,S,,,S,5242
11679_8#82,2007.0,S,S,,R,S,S,S,,S,,,S,95
11679_8#83,2006.0,S,S,,R,R,S,R,,S,,,S,104
11679_6#86,2006.0,S,S,,R,S,S,S,,S,,,S,12
11791_3#77,2006.0,S,S,,R,R,S,R,,S,,,S,73
11679_4#87,2008.0,S,S,,R,S,S,S,,S,,,S,69
11791_3#78,2008.0,S,S,,R,R,S,R,,S,,,S,12
11679_8#84,2008.0,S,S,,R,R,S,S,,S,,,S,131
11657_5#94,2008.0,S,S,,S,S,S,S,,S,,,S,131
11657_6#91,2008.0,S,R,,R,R,S,R,,S,,,R,131
11679_8#85,2008.0,S,S,,R,R,S,S,,R,,,R,131
11679_8#86,2007.0,S,S,,S,S,S,S,,S,,,S,131
11679_6#87,2007.0,S,S,,R,R,S,S,,S,,,S,357
11658_3#88,2009.0,S,S,,R,R,S,S,,S,,,S,428
11657_5#95,2009.0,S,S,,R,R,R,S,,S,,,S,453
11791_3#79,2009.0,S,S,,S,S,S,S,,S,,,S,680
11791_3#80,2009.0,S,S,,R,S,S,S,,S,,,S,69
11679_4#88,2009.0,S,S,,S,S,S,S,,S,,,S,95
11679_8#87,2009.0,S,S,,R,S,S,S,,S,,,S,131
11679_7#83,2009.0,S,S,,R,S,S,S,,R,,,S,69
11791_3#81,2008.0,S,S,,R,S,S,S,,S,,,R,131
11791_6#38,2011.0,S,S,,S,S,S,S,,S,,,S,38
11679_6#88,2010.0,S,S,,R,R,S,S,,S,,,S,127
11679_8#88,2010.0,S,S,,R,S,S,S,,S,,,S,12
11791_3#82,2010.0,S,S,,S,S,S,S,,S,,,S,10
11791_3#83,2009.0,S,S,,S,S,S,S,,S,,,R,393
11791_3#84,2009.0,S,S,,S,S,S,S,,S,,,S,404
11679_7#84,2009.0,S,S,,S,S,S,R,,S,,,S,69
11791_3#85,2009.0,S,S,,R,S,S,S,,S,,,S,345
11791_6#39,2011.0,S,S,,S,S,S,S,,S,,,S,73
11679_6#89,2011.0,S,S,,R,R,S,S,,S,,,S,62
11791_3#86,2011.0,S,S,,S,S,S,S,,S,,,S,95
11679_7#85,2011.0,S,S,,S,S,S,S,,S,,,S,131
11657_7#90,2011.0,S,S,,S,S,S,S,,S,,,S,95
11679_5#84,2011.0,S,S,,R,S,S,S,,S,,,S,95
11679_5#85,2011.0,S,S,,S,S,S,S,,S,,,S,59
11679_7#86,2011.0,S,S,,S,S,S,S,,S,,,S,131
11679_7#87,2011.0,S,S,,S,S,S,S,,S,,,S,131
11679_4#89,2011.0,R,R,,R,R,S,R,,S,,,R,131
11658_4#95,2011.0,S,S,,S,S,S,S,,S,,,S,73
11679_5#86,2011.0,S,S,,R,S,S,S,,S,,,S,95
11679_4#90,2011.0,S,S,,R,S,S,S,,S,,,S,95
11679_6#90,2010.0,S,S,R,,S,S,S,S,S,S,R,S,69
11679_7#88,2003.0,S,S,,S,S,S,S,,S,,,S,46
11679_6#91,2004.0,S,S,,S,S,S,S,,S,,,S,59
11679_5#87,2004.0,S,S,,S,S,R,S,,S,,,S,38
11679_4#91,2004.0,S,S,,R,S,S,R,,R,,,R,131
11679_8#89,2006.0,S,S,,R,R,S,S,,S,,,R,617
11679_4#92,2007.0,R,R,,R,R,S,R,,R,,,R,131
11657_6#92,2005.0,S,S,,R,S,S,S,,S,,,S,144
11658_3#89,2008.0,R,R,,R,R,S,R,,R,,,S,394
11679_5#88,2008.0,S,S,,S,S,S,S,,S,,,S,127
11657_6#93,2003.0,S,S,,S,S,S,S,,S,,,S,59
11679_4#93,2001.0,S,,,S,S,S,S,,S,,,S,144
11658_3#90,2012.0,S,S,R,,S,S,S,S,S,S,R,S,69
11658_3#91,2011.0,S,S,R,,S,S,S,S,S,S,R,S,421
11791_3#87,2007.0,S,S,,S,S,S,S,,S,,,R,410
11679_6#92,2006.0,R,R,,R,R,R,R,,R,,,R,167
11791_3#88,2007.0,S,S,,S,S,S,S,,S,,,S,162
11791_3#89,2010.0,S,S,,R,R,S,S,,S,,,S,73
11791_3#90,2005.0,S,S,,R,R,S,S,,S,,,S,88
11679_7#89,2005.0,S,S,,S,S,S,S,,S,,,S,640
11657_6#94,2005.0,S,R,,R,R,S,R,,S,,,R,131
11658_4#96,2005.0,S,S,,R,S,S,S,,S,,,S,73
11791_3#91,2005.0,S,S,,R,R,S,S,,S,,,S,80
11791_7#70,2005.0,S,S,,S,S,S,S,,S,,,S,1155
11657_7#91,2009.0,S,S,,R,S,S,S,,S,,,S,2307
11679_7#90,2008.0,S,S,,R,S,S,S,,S,,,S,69
11679_5#89,2008.0,S,S,,R,S,S,S,,S,,,S,372
11679_5#90,2008.0,S,S,,S,S,S,S,,S,,,S,131
11658_3#92,2008.0,S,S,,R,S,S,S,,S,,,S,144
11791_3#92,2008.0,S,S,,R,R,S,S,,S,,,S,131
11679_6#93,2008.0,S,R,,R,R,S,R,,S,,,R,131
11679_8#90,2007.0,S,S,,R,R,S,S,,S,,,S,127
11679_5#91,2011.0,S,S,,R,S,S,S,,S,,,S,95
11679_8#91,2011.0,S,S,,S,S,S,S,,S,,,S,141
11679_5#92,2010.0,S,S,,R,R,S,S,,S,,,R,393
11679_7#91,2010.0,S,S,,S,S,S,S,,S,,,S,95
11679_4#94,2009.0,S,S,,R,R,S,S,,S,,,S,73
11657_6#95,2009.0,S,S,,S,S,S,S,,S,,,S,95
11791_3#93,2009.0,S,S,,R,R,S,R,,S,,,S,10
11679_5#93,2009.0,S,S,,S,S,S,R,,S,,,S,69
11679_6#94,2011.0,R,R,,R,R,S,R,,R,,,R,131
11679_5#94,2011.0,R,R,,R,R,S,R,,R,,,R,131
11657_5#96,2011.0,S,S,,S,S,S,S,,S,,,S,95
11679_7#92,2011.0,S,S,,S,S,S,S,,S,,,S,405
11791_3#94,2011.0,S,S,,S,S,S,S,,S,,,S,394
11679_4#95,2011.0,R,R,,R,R,S,R,,R,,,R,131
11679_7#93,2011.0,S,S,,S,S,S,S,,S,,,R,131
11679_8#92,2011.0,S,S,,R,S,S,S,,S,,,R,648
11679_5#95,2011.0,S,S,,R,S,S,S,,S,,,S,69
11679_8#93,2011.0,S,S,,S,S,S,S,,S,,,S,141
11657_7#92,2011.0,S,S,,R,R,S,S,,S,,,S,973
11679_7#94,2011.0,S,S,,S,S,S,S,,S,,,S,73
11679_8#94,2011.0,S,S,,R,R,S,R,,S,,,S,10
11657_6#96,2010.0,S,S,,R,S,S,R,,R,,,S,131
11658_3#93,2011.0,S,S,,S,S,S,S,,S,,,S,73
11658_3#94,2011.0,R,R,,R,R,S,R,,R,,,R,131
11679_8#95,2011.0,S,S,,R,R,S,S,,S,,,S,38
11679_6#95,2011.0,S,R,,R,R,S,R,,S,,,R,131
11658_3#95,2007.0,S,S,,R,R,S,S,,S,,,S,73
11791_3#95,2001.0,S,,,R,R,R,R,,S,,,S,998
11679_7#95,2010.0,R,R,,R,R,S,R,,S,,,S,641
11679_4#96,2008.0,S,S,,R,S,S,S,,S,,,S,73
11657_7#93,2008.0,S,S,,R,R,S,S,,S,,,S,12
11679_5#96,2008.0,S,S,,R,S,S,S,,S,,,S,95
11791_3#96,2009.0,S,S,,R,R,R,S,,S,,,S,12
11679_7#96,2009.0,S,S,,S,S,S,S,,S,,,S,12
11657_7#94,2009.0,S,S,,R,S,S,S,,S,,,S,2253
11658_3#96,2009.0,S,S,,S,S,S,S,,S,,,S,95
11679_6#96,2009.0,S,S,,S,S,S,S,,S,,,S,1442
11657_7#95,2009.0,S,S,,R,S,S,S,,S,,,R,131
11657_7#96,2009.0,S,S,,S,S,S,S,,S,,,S,73
11679_8#96,2008.0,S,S,,R,R,R,S,,S,,,S,73
12045_3#57,2004.0,S,S,,S,S,S,S,,S,,,S,95
12045_3#58,2002.0,S,S,,R,R,S,R,,S,,,S,69
12045_3#59,2002.0,S,S,,R,R,S,R,,S,,,R,393
12045_3#60,2007.0,S,S,,S,S,S,S,,S,,,S,73
12045_3#61,2003.0,S,S,,R,S,S,S,,S,,,S,10
12045_3#62,2008.0,S,S,,R,S,S,S,,S,,,S,144
12045_3#63,2004.0,S,S,,R,S,S,S,,S,,,S,73
12045_3#64,2004.0,S,S,,R,R,S,S,,S,,,S,12
12045_3#65,2007.0,S,S,,S,S,S,S,,S,,,S,127
12045_3#66,2002.0,S,S,,R,R,S,S,,S,,,S,95
12045_3#67,2002.0,S,S,,S,S,S,S,,S,,,S,73
18090_6#80,2014.0,R,R,R,,S,S,R,R,R,R,R,R,457
18090_6#81,2014.0,S,R,R,,S,S,R,R,S,S,R,R,131
18090_6#82,2014.0,R,R,R,,R,S,R,R,R,R,R,S,69
18090_6#83,2014.0,R,R,R,,S,S,R,R,S,R,S,S,428
18090_6#84,2014.0,S,R,R,,S,S,R,R,R,R,R,R,38
18090_6#33,2014.0,R,R,R,,R,R,R,R,S,S,R,S,131
18090_6#85,2014.0,R,R,R,,R,R,R,R,S,R,R,R,405
18090_6#86,2014.0,R,R,R,,R,S,R,R,R,R,R,S,75
18090_6#87,2015.0,R,R,R,,R,R,R,R,S,S,R,R,44
18090_6#88,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_6#89,2015.0,R,R,R,,R,S,R,R,R,R,R,R,69
18090_6#90,2015.0,S,R,R,,S,S,R,R,R,R,S,S,442
18090_6#91,2015.0,S,R,R,,R,S,R,R,R,S,S,R,131
18090_6#92,2015.0,R,R,R,,S,S,R,R,R,R,R,S,457
18090_6#93,2015.0,S,R,R,,R,S,R,R,R,R,R,R,354
18090_6#94,2015.0,S,R,R,,R,S,R,R,R,S,R,S,38
18090_7#60,2015.0,R,R,R,,R,S,R,R,R,R,R,S,538
18090_6#95,2015.0,R,R,R,,S,S,R,R,R,R,S,S,196
18090_7#62,2015.0,S,R,R,,S,S,R,R,S,S,R,S,4214
18090_7#1,2015.0,R,R,R,,R,S,R,R,R,R,R,R,2003
18090_7#63,2015.0,S,R,R,,S,S,R,R,R,R,R,S,5945
18090_6#34,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#64,2015.0,S,R,R,,S,S,R,R,S,S,R,S,48
18090_7#2,2015.0,R,R,R,,R,R,R,R,S,S,S,R,131
18090_7#65,2015.0,S,R,R,,R,S,R,R,R,R,R,R,746
18090_7#3,2015.0,S,R,R,,S,S,R,R,R,R,R,R,457
18090_7#66,2015.0,S,R,R,,S,S,R,R,S,S,R,R,205
18090_7#4,2015.0,R,R,R,,R,S,R,R,S,R,R,R,405
18090_7#67,2015.0,S,R,R,,S,S,R,R,R,R,S,R,10
18090_7#68,2015.0,R,R,R,,S,S,R,R,R,R,R,S,191
18090_6#35,2015.0,S,R,R,,S,S,R,R,R,R,S,R,131
18090_7#5,2015.0,S,R,R,,R,S,R,R,R,R,S,R,131
18090_7#70,2015.0,S,R,R,,S,S,R,R,S,S,S,S,1642
18090_7#6,2015.0,R,R,R,,S,S,R,R,R,R,S,R,2179
18090_6#36,2015.0,S,R,R,,S,S,R,R,R,R,R,S,542
18090_6#37,2015.0,R,R,R,,R,S,R,R,R,S,S,R,5940
18090_7#73,2015.0,R,R,R,,S,S,R,R,R,R,R,S,165
18090_7#7,2015.0,S,R,R,,S,S,R,R,S,S,R,R,410
18090_6#38,2015.0,S,R,R,,R,S,R,R,S,S,R,S,38
18090_7#75,2015.0,R,R,R,,S,S,R,R,S,S,S,S,5558
18090_7#8,2015.0,R,R,R,,S,S,R,R,R,R,S,R,410
18090_6#39,2015.0,R,R,R,,R,R,R,R,R,R,R,R,46
18090_7#9,2015.0,R,R,R,,R,S,R,R,R,R,R,R,405
18090_7#10,2015.0,S,R,R,,R,S,R,R,R,R,S,R,131
18090_7#78,2015.0,R,R,R,,R,S,R,R,R,R,R,S,1056
18090_7#11,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#79,2015.0,S,R,R,,R,S,R,R,S,S,S,R,1196
18090_7#12,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_7#80,2015.0,R,R,R,,S,S,R,R,R,R,R,S,847
18090_7#13,2015.0,R,R,R,,R,R,R,R,R,R,R,R,131
18090_7#14,2015.0,R,R,R,,S,S,R,R,R,R,S,R,410
18090_7#82,2015.0,S,R,R,,S,S,R,R,S,S,S,S,38
18090_6#40,2015.0,S,R,R,,S,S,R,R,S,S,S,R,617
18090_7#15,2015.0,R,R,R,,R,S,R,R,R,R,R,R,405
18090_6#41,2015.0,S,R,R,,S,S,R,R,S,S,R,R,131
18090_7#85,2015.0,S,R,R,,S,S,R,R,R,R,S,S,3268
18090_7#16,2015.0,R,R,R,,R,R,R,R,R,R,R,R,405
18090_7#86,2015.0,R,R,R,,S,S,R,R,S,S,R,R,131
18090_7#17,2015.0,S,R,R,,S,S,R,R,R,R,R,R,5942
18090_7#18,2015.0,R,R,R,,S,S,R,R,S,S,R,S,38
18090_7#87,2015.0,S,R,R,,R,S,R,R,R,R,R,S,398
18090_6#42,2015.0,S,R,R,,S,S,R,R,S,S,S,R,5941
18090_7#88,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#19,2015.0,R,R,R,,S,S,R,R,R,S,S,S,95
18090_7#89,2015.0,S,R,R,,R,S,R,R,R,R,S,S,196
18090_7#20,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#90,2015.0,S,R,R,,S,S,R,R,R,R,S,S,1001
18090_7#21,2015.0,R,R,R,,R,S,R,R,R,R,R,R,648
18090_6#53,2015.0,S,R,R,,S,S,R,R,R,R,R,S,10
18090_7#22,2015.0,S,R,R,,S,S,R,R,R,R,R,R,354
18090_7#92,2015.0,R,R,R,,S,S,R,R,R,S,S,S,877
18090_7#23,2015.0,S,R,R,,R,S,R,R,R,R,S,S,2186
18090_7#93,2015.0,R,R,R,,S,S,R,R,S,S,R,R,410
18090_7#94,2015.0,R,R,R,,R,R,R,R,R,R,R,R,354
18090_7#24,2015.0,S,R,R,,S,S,R,R,R,R,R,R,457
18090_7#25,2015.0,R,R,R,,R,S,R,R,R,R,R,R,44
18090_8#2,2015.0,S,R,R,,S,S,R,R,S,S,R,R,34
18090_6#43,2015.0,S,R,R,,S,S,R,R,R,R,R,R,131
18090_8#3,2015.0,R,R,R,,R,R,R,R,S,R,R,R,1585
18090_7#26,2015.0,S,R,R,,S,S,R,R,R,R,R,R,131
18090_8#4,2015.0,S,R,R,,S,S,R,R,R,R,S,R,5946
18090_6#44,2015.0,S,R,R,,S,S,R,R,R,R,R,R,131
18090_8#5,2015.0,S,R,R,,S,S,R,R,R,S,S,S,345
18090_7#27,2015.0,R,R,R,,S,S,R,R,S,S,S,R,131
18090_8#6,2015.0,S,R,R,,S,S,R,R,S,S,S,S,716
18090_7#28,2015.0,S,R,R,,S,S,R,R,R,R,R,S,131
18090_8#7,2015.0,S,R,R,,S,S,R,R,R,R,R,R,345
18090_7#29,2015.0,S,R,R,,S,S,R,R,S,S,S,R,131
18090_8#8,2015.0,R,R,R,,S,S,R,R,R,S,R,R,5947
18090_7#30,2015.0,R,R,R,,S,S,R,R,S,S,R,R,10
18090_7#31,2015.0,R,R,R,,R,R,R,R,R,R,S,R,410
18090_7#32,2015.0,S,R,R,,S,S,R,R,S,S,S,S,131
18090_8#11,2015.0,R,R,R,,S,S,R,R,R,R,R,R,48
18090_7#33,2015.0,R,R,R,,S,S,R,R,R,R,R,R,1193
18090_8#12,2015.0,S,R,R,,S,S,R,R,R,S,R,S,5948
18090_7#34,2015.0,R,R,R,,R,S,R,R,R,R,S,R,410
18090_8#13,2015.0,R,R,R,,S,S,R,R,R,R,S,S,20
18090_7#35,2015.0,S,R,R,,S,S,R,R,R,S,R,S,421
18090_7#36,2015.0,S,R,R,,S,S,R,R,R,R,R,R,131
18090_7#37,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#38,2015.0,S,R,R,,R,S,R,R,R,R,R,R,648
18090_7#39,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#45,2015.0,R,R,R,,R,R,R,R,R,R,R,R,58
18090_7#40,2015.0,S,R,R,,R,S,R,R,R,R,S,R,457
18090_7#41,2015.0,S,R,R,,S,S,R,R,S,S,R,R,131
18090_7#43,2015.0,R,R,R,,S,S,R,R,R,R,R,S,457
18090_7#44,2015.0,R,R,R,,S,S,R,R,R,R,S,S,127
18090_7#45,2015.0,R,R,R,,R,S,R,R,R,R,S,S,10
18090_7#46,2015.0,R,R,R,,S,S,R,R,R,R,R,S,542
18090_7#47,2015.0,S,R,R,,R,S,R,R,R,R,S,S,6624
18090_7#48,2015.0,S,R,R,,S,S,R,R,S,S,R,R,5943
18090_6#48,2015.0,S,R,R,,R,S,R,R,R,S,S,S,101
18090_6#50,2015.0,S,R,R,,R,S,R,R,R,R,R,S,58
18090_7#50,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#51,2015.0,R,R,R,,R,S,R,R,R,R,R,R,206
18090_7#52,2015.0,S,R,R,,S,S,R,R,R,R,S,S,218
18090_6#52,2015.0,S,R,R,,S,S,R,R,R,R,R,R,641
18090_7#53,2015.0,S,R,R,,S,S,R,R,R,S,R,S,877
18090_7#54,2015.0,S,R,R,,S,S,R,R,R,S,R,R,48
18090_7#55,2015.0,R,R,R,,S,S,R,R,R,R,S,R,48
18090_7#56,2015.0,S,R,R,,S,S,R,R,R,R,R,S,6622
18090_7#58,2015.0,S,R,R,,R,S,R,R,R,R,R,R,405
18090_7#59,2015.0,R,R,R,,S,S,R,R,R,R,R,R,5944
18090_8#15,2015.0,R,R,R,,R,R,R,R,R,R,R,R,405
18090_6#55,2015.0,R,R,R,,S,S,R,R,R,R,R,R,744
18090_8#16,2015.0,S,R,R,,S,S,R,R,S,S,S,S,38
18090_8#17,2015.0,R,R,R,,S,S,R,R,R,R,R,R,410
18090_8#18,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#56,2015.0,S,R,R,,S,S,R,R,R,R,R,S,131
18090_8#19,2015.0,S,R,R,,S,S,R,R,R,R,R,S,93
18090_8#20,2015.0,S,R,R,,S,S,R,R,R,R,R,S,5949
18090_6#57,2015.0,R,R,R,,S,S,R,R,S,S,R,R,44
18090_8#21,2015.0,S,R,R,,R,S,R,R,R,R,R,S,1295
18090_6#58,2014.0,R,R,R,,S,S,R,R,R,R,R,R,1602
18090_8#22,2015.0,R,R,R,,S,S,R,R,R,R,R,R,354
18090_8#23,2015.0,R,R,R,,S,S,R,R,R,R,R,R,354
18090_6#59,2015.0,R,R,R,,R,S,R,R,R,R,R,R,405
18090_8#24,2015.0,R,R,R,,S,S,R,R,R,R,R,R,10
18090_8#25,2015.0,S,R,R,,S,S,R,R,R,R,S,R,10
18090_8#26,2015.0,S,R,R,,R,S,R,R,R,S,S,R,88
18090_6#60,2015.0,R,R,R,,S,S,R,R,S,S,S,S,3045
18090_8#27,2015.0,R,R,R,,R,S,R,R,R,R,R,S,2165
18090_8#28,2015.0,R,R,R,,R,S,R,R,S,R,R,R,410
18090_8#29,2015.0,S,R,R,,S,S,R,R,R,R,R,R,5950
18090_6#61,2015.0,R,R,R,,S,S,R,R,R,R,S,S,10
18090_8#30,2015.0,S,R,R,,S,S,R,R,R,R,R,S,5951
18090_6#63,2015.0,S,R,R,,S,S,R,R,R,R,R,R,88
18090_8#33,2015.0,S,R,R,,R,S,R,R,R,R,S,S,654
18090_8#84,2015.0,S,R,R,,S,S,R,R,S,S,S,S,38
